priority_rank,school_id,school_name,region,priority_score,priority_category,risk_score,risk_level,regional_risk_score,regional_risk_level,problem_detected,recommended_intervention,intervention_priority,expected_improvement_range,assumption_basis,weak_subject_count,weak_subjects,weakest_subject,weakest_subject_gpa,weakest_subject_pass_rate,pass_rate_decline_score,subject_failure_score,trend_instability_score,data_quality,data_origin,scenario_origin
5519,S0330,MBEYA SECONDARY SCHOOL,MBEYA,26.099375000000002,Low,19.124569551599294,Safe,15.2299274586872,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.5652,91.30434782608695,0.0,4.188210961737326,59.56035421026033,Complete,observed-derived,assumption-based
5520,S0196,ST. THOMAS MORE KIBOGORA SECONDARY SCHOOL,KIGOMA,26.081891636418632,Low,6.278606374436676,Safe,15.6157062435702,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.5349,95.34883720930233,0.0,1.628664495114009,19.30002341967491,Complete,observed-derived,assumption-based
5521,S0589,NYABIHORE SECONDARY SCHOOL,MARA,26.075625,Low,9.088352312800357,Safe,14.728177735991629,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.4118,98.0392156862745,0.0,0.2544529262086428,30.04005478312588,Complete,observed-derived,assumption-based
5522,S4516,ST. JAMES KIGOMA SECONDARY SCHOOL,KIGOMA,26.06945512820514,Low,7.721001080399526,Safe,15.6157062435702,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, BOOK-KEEPING, PHYSICS",BASIC MATHEMATICS,4.6,24.0,0.0,9.292035398230098,16.444634869768322,Complete,observed-derived,assumption-based
5523,S1857,ENYORRATA E-NGAI SECONDARY SCHOOL,ARUSHA,26.050016636418633,Low,7.7251178042687645,Safe,10.147427954710333,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.0233,72.09302325581395,0.0,6.279069767441854,19.471322913454028,Complete,observed-derived,assumption-based
5524,S5958,MARY QUEEN OF PEACE GIRLS' SECONDARY SCHOOL,GEITA,26.023141636418636,Low,4.682421263138486,Safe,16.926172579617003,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.4681,93.61702127659575,0.0,2.1276595744680833,13.480411302660203,Limited trend history,observed-derived,assumption-based
5525,S0687,KIKATITI SECONDARY SCHOOL,ARUSHA,26.00133012820514,Low,16.9416923386977,Safe,10.147427954710333,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, BOOK-KEEPING",BASIC MATHEMATICS,4.5789,26.31578947368421,0.0,11.34328358208954,45.129024213569465,Complete,observed-derived,assumption-based
5526,S1294,MSANGANI SECONDARY SCHOOL,PWANI,25.98758012820514,Low,8.545759106400768,Safe,17.439754644711357,Safe,3 weak subjects indicate a broad instructional challenge.,Teacher Development Program,Low,Assumption-based scenario estimate: +3% to +8% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",3,"BASIC MATHEMATICS, BOOK-KEEPING, PHYSICS",BOOK-KEEPING,4.25,50.0,0.0,8.407079646017706,20.078784041984854,Complete,observed-derived,assumption-based
5527,S4748,KING'S VISION SECONDARY SCHOOL,DAR ES SALAAM,25.98570512820514,Low,14.324150993739908,Safe,20.104661333212597,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.3235,41.17647058823529,0.0,12.244897959183675,35.50227201994935,Complete,observed-derived,assumption-based
5528,S6696,AMMAR SECONDARY SCHOOL,DODOMA,25.98195512820514,Low,2.1238938053097356,Safe,15.43601814574629,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.5455,90.9090909090909,0.0,7.079646017699119,0.0,Insufficient trend history,observed-derived,assumption-based
5529,S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,IRINGA,25.979375,Low,2.5545888748228958,Safe,12.684959143067804,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,CIVIL ENGINEERING SURVEYING,3.619,100.0,0.0,1.5826494724501714,6.932646776959481,Complete,observed-derived,assumption-based
5530,S5326,KIUMAKO SECONDARY SCHOOL,KILIMANJARO,25.976955128205137,Low,31.71806167400881,Moderate,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.9231,100.0,0.0,5.726872246696033,100.0,Complete,observed-derived,assumption-based
5531,S1403,COLAND SECONDARY SCHOOL,RUVUMA,25.976330128205138,Low,10.607057997856367,Safe,13.15909616684323,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.6522,26.08695652173913,0.0,9.13978494623656,26.217075046618,Complete,observed-derived,assumption-based
5532,S1571,BUSEKO HILL SECONDARY SCHOOL,KIGOMA,25.96320512820514,Low,2.572674324009773,Safe,15.6157062435702,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.8636,100.0,0.0,0.7272727272727337,7.848308352759843,Complete,observed-derived,assumption-based
5533,S0723,BOLOTI SECONDARY SCHOOL,KILIMANJARO,25.961891636418635,Low,17.348837209302324,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.5,87.5,0.0,1.1627906976744242,56.66666666666666,Complete,observed-derived,assumption-based
5534,S6524,ILININDA SECONDARY SCHOOL,NJOMBE,25.957580128205137,Low,3.0,Safe,11.733623151058401,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, PHYSICS",PHYSICS,4.5,46.15384615384615,0.0,10.0,0.0,Insufficient trend history,observed-derived,assumption-based
5535,S4937,SERENGETI NURU SECONDARY SCHOOL,MARA,25.95570512820514,Low,9.597877205072205,Safe,14.728177735991629,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,BASIC MATHEMATICS,BASIC MATHEMATICS,4.12,56.00000000000001,0.0,5.429864253393674,26.563059763513674,Complete,observed-derived,assumption-based
5536,S4423,ST. FRANCIS XAVIER SECONDARY SCHOOL,KIGOMA,25.94375,Low,3.6414870837874145,Safe,15.6157062435702,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,CIVICS,2.925,100.0,0.0,0.12970168612191912,12.008588593169463,Complete,observed-derived,assumption-based
5537,S0207,KIRAENI GIRLS' SECONDARY SCHOOL,KILIMANJARO,25.939999999999998,Low,6.993296128882793,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.3472,80.55555555555556,0.0,2.0679468242245207,21.24304027205146,Complete,observed-derived,assumption-based
5538,S0335,MZIZIMA SECONDARY SCHOOL,DAR ES SALAAM,25.933205128205138,Low,13.67656193225188,Safe,20.104661333212597,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.4286,42.857142857142854,0.0,8.591065292096218,36.99747448207672,Complete,observed-derived,assumption-based
5539,S5544,KING COSTANTINO SECONDARY SCHOOL,SINGIDA,25.927580128205136,Low,1.2244897959183703,Safe,16.00969834893016,Safe,Latest science performance meets the weak-subject threshold.,Laboratory Support Program,Low,Assumption-based scenario estimate: +2% to +6% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",1,PHYSICS,PHYSICS,4.3333,66.66666666666666,0.0,4.081632653061234,0.0,Insufficient trend history,observed-derived,assumption-based
5540,S4982,PROSPERITY SECONDARY SCHOOL,MWANZA,25.92608806499012,Low,19.194076763026406,Safe,12.76285609523234,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,CIVICS,3.3125,97.95918367346938,6.122448979592216,1.7353579175704965,54.081632653061234,Complete,observed-derived,assumption-based
5541,S5452,KINGS SECONDARY SCHOOL,DAR ES SALAAM,25.914691636418365,Low,4.497804455258933,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.4545,100.0,0.0,1.3432835820895548,13.649397935440222,Complete,observed-derived,assumption-based
5542,S0485,MAJENGO SECONDARY SCHOOL,KILIMANJARO,25.900641636418634,Low,9.030244623476069,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.7308,92.3076923076923,0.0,3.134328358208961,26.966487053377936,Complete,observed-derived,assumption-based
5543,S2549,ALPHA SECONDARY SCHOOL,DAR ES SALAAM,25.899375,Low,5.296904854540422,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.337,77.17391304347827,0.0,2.723735408560316,14.932614106574423,Complete,observed-derived,assumption-based
5544,S1045,DAR-ES-SALAAM SECONDARY SCHOOL,DAR ES SALAAM,25.896875,Low,4.735395020029786,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BIOLOGY,3.0054,98.9247311827957,0.0,1.0095011876484534,14.7751488791175,Complete,observed-derived,assumption-based
5545,S1049,ST. THOMAS AQUINAS' SECONDARY SCHOOL,TABORA,25.895625,Low,7.48649696453555,Safe,13.865702227986798,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BIOLOGY,3.0375,100.0,0.0,0.0,24.954989881785167,Complete,observed-derived,assumption-based
5546,S0367,KILOSA SECONDARY SCHOOL,MOROGORO,25.8925,Low,7.069423087146311,Safe,15.95585882761668,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.087,84.05797101449275,0.0,1.7045454545454533,21.860198169275584,Complete,observed-derived,assumption-based
5547,S4740,ST. STEPHEN BOYS' SECONDARY SCHOOL,KILIMANJARO,25.868425000000023,Low,1.1032291913061123,Safe,12.807062794844985,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.3571,100.0,0.0,0.38580246913579685,3.291628168551244,Complete,observed-derived,assumption-based
5548,S3886,SIMBA WA YUDA SECONDARY SCHOOL,SIMIYU,25.863635057471257,Low,5.932679789217763,Safe,8.844839643051184,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.5362,98.55072463768117,1.315789473684165,0.5797101449275317,17.441503187552794,Complete,observed-derived,assumption-based
5549,S0577,AL-HIKMA GIRLS' SECONDARY SCHOOL,DAR ES SALAAM,25.854375,Low,10.816369668360387,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BOOK-KEEPING,3.2727,100.0,0.0,1.7171717171717233,34.33739384402957,Complete,observed-derived,assumption-based
5550,S5377,ROHILA SECONDARY SCHOOL,MBEYA,25.847580128205138,Low,10.25483229818139,Safe,15.2299274586872,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,BASIC MATHEMATICS,3.9333,70.0,0.0,3.448275862068968,30.734498465202332,Complete,observed-derived,assumption-based
5551,S1689,PEACE SECONDARY SCHOOL,KAGERA,25.84258012820514,Low,21.76987295811903,Safe,12.691611547450492,Safe,Latest mathematics performance meets the weak-subject threshold.,Mathematics Tutoring Program,Low,Assumption-based scenario estimate: +5% to +12% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",2,"BASIC MATHEMATICS, PHYSICS",PHYSICS,4.25,75.0,0.0,6.428571428571431,66.13767176515867,Complete,observed-derived,assumption-based
5552,S0264,BARBRO-JOHANSSON SECONDARY SCHOOL,DAR ES SALAAM,25.837719339121335,Low,5.562190610530994,Safe,20.104661333212597,Safe,Current evidence does not cross a targeted intervention threshold.,Monitor and Maintain Support,Low,Assumption-based scenario estimate: +0% to +2% pass rate,"Planning scenario only; the range is not a measured, causal, or guaranteed outcome.",0,,PHYSICS,3.5,81.81818181818183,1.3513513513513422,3.2012195121951237,13.537614054439734,Complete,observed-derived,assumption-based
